# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-T" "4" "-t" "gene" "-g" "gene" "-a" "/data/behringer_lab/Ref_Genome/E_coli/E_coli.gtf" "-o" "SRA_FimA_Counts.txt" "Sample_SRR8335000.sorted.bam" "Sample_SRR8335002.sorted.bam" "Sample_SRR8335003.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	Sample_SRR8335000.sorted.bam	Sample_SRR8335002.sorted.bam	Sample_SRR8335003.sorted.bam
yfgG	NC_000913.3	2629290	2629481	+	192	346	219	94
yfgH	NC_000913.3	2629792	2630310	+	519	157	95	21
yfgI	NC_000913.3	2630326	2630865	+	540	318	182	53
guaA	NC_000913.3	2630958	2632535	-	1578	2312	1367	959
guaB	NC_000913.3	2632604	2634070	-	1467	1158	667	625
xseA	NC_000913.3	2634232	2635602	+	1371	1920	1747	3324
yfgJ	NC_000913.3	2635599	2635814	-	216	272	249	358
der	NC_000913.3	2635884	2637356	-	1473	3486	3470	2140
bamB	NC_000913.3	2637474	2638652	-	1179	2659	2784	1938
yfgM	NC_000913.3	2638663	2639283	-	621	1412	1336	1081
hisS	NC_000913.3	2639301	2640575	-	1275	2864	2830	1924
sroE	NC_000913.3	2640595	2640686	-	92	87	88	33
ispG	NC_000913.3	2640686	2641804	-	1119	3497	3618	2297
rodZ	NC_000913.3	2641831	2642844	-	1014	3967	4431	1617
rlmN	NC_000913.3	2643129	2644283	-	1155	1835	2335	902
ndk	NC_000913.3	2644433	2644864	-	432	518	461	97
pbpC	NC_000913.3	2645013	2647325	-	2313	1477	799	298
yfhM	NC_000913.3	2647326	2652287	-	4962	5727	5609	2494
sseA	NC_000913.3	2652494	2653339	+	846	5377	6565	246
timR	NC_000913.3	2653356	2653455	-	100	121	108	1
ryfA	NC_000913.3	2653855	2654158	+	304	41	38	35
timP	NC_000913.3	2654001	2654126	+	126	0	0	0
sseB	NC_000913.3	2654157	2654933	-	777	669	737	1020
pepB	NC_000913.3	2655075	2656358	-	1284	2214	3112	2299
iscX	NC_000913.3	2656536	2656736	-	201	730	727	1448
fdx	NC_000913.3	2656748	2657083	-	336	952	942	2302
hscA	NC_000913.3	2657085	2658935	-	1851	5144	4637	10251
hscB	NC_000913.3	2658952	2659467	-	516	1403	1163	3233
iscA	NC_000913.3	2659563	2659886	-	324	6868	7115	5896
iscU	NC_000913.3	2659903	2660289	-	387	7581	7365	5696
iscS	NC_000913.3	2660317	2661531	-	1215	19693	18686	12877
iscR	NC_000913.3	2661643	2662131	-	489	6949	5921	4651
trmJ	NC_000913.3	2662583	2663323	-	741	1871	1580	2528
suhB	NC_000913.3	2663442	2664245	+	804	549	307	278
yfhR	NC_000913.3	2664390	2665244	+	855	561	282	79
csiE	NC_000913.3	2665435	2666715	+	1281	2823	3490	363
hcaT	NC_000913.3	2666707	2667846	-	1140	1014	830	201
hcaR	NC_000913.3	2668006	2668896	-	891	876	883	93
iroK	NC_000913.3	2668006	2668071	-	66	0	0	0
hcaE	NC_000913.3	2669032	2670393	+	1362	913	507	449
hcaF	NC_000913.3	2670390	2670908	+	519	289	147	140
hcaC	NC_000913.3	2670908	2671228	+	321	201	90	91
hcaB	NC_000913.3	2671225	2672037	+	813	576	301	170
hcaD	NC_000913.3	2672047	2673249	+	1203	773	439	220
yphA	NC_000913.3	2673346	2673768	+	423	634	755	176
yphB	NC_000913.3	2673816	2674688	-	873	840	474	120
yphC	NC_000913.3	2674700	2675761	-	1062	1078	562	68
yphD	NC_000913.3	2675827	2676825	-	999	700	380	50
yphE	NC_000913.3	2676850	2678361	-	1512	1340	694	98
yphF	NC_000913.3	2678384	2679367	-	984	643	440	52
yphG	NC_000913.3	2679464	2682745	-	3282	2260	1189	229
yphH	NC_000913.3	2682863	2684056	+	1194	988	556	172
glyA	NC_000913.3	2684254	2685507	-	1254	2497	2262	982
hmp	NC_000913.3	2685835	2687025	+	1191	1030	500	431
glnB	NC_000913.3	2687070	2687408	-	339	531	397	153
glrR	NC_000913.3	2687469	2688803	-	1335	1368	819	374
qseG	NC_000913.3	2688793	2689506	-	714	618	428	236
glrK	NC_000913.3	2689671	2691098	-	1428	1123	764	392
glmY	NC_000913.3	2691157	2691340	-	184	209	121	30
purL	NC_000913.3	2691656	2695543	-	3888	2590	1309	919
mltF	NC_000913.3	2695801	2697357	+	1557	1205	613	179
tadA	NC_000913.3	2697354	2697857	-	504	455	244	168
pgpC	NC_000913.3	2697915	2698550	-	636	737	594	296
yfhH	NC_000913.3	2698759	2699607	+	849	534	294	249
yfhL	NC_000913.3	2699663	2699923	+	261	105	97	74
shoB	NC_000913.3	2700117	2700197	-	81	76	279	240
ohsC	NC_000913.3	2700520	2700598	+	79	60	65	21
acpS	NC_000913.3	2700618	2700998	-	381	247	133	123
pdxJ	NC_000913.3	2700998	2701729	-	732	1072	724	684
recO	NC_000913.3	2701741	2702469	-	729	872	738	572
era	NC_000913.3	2702481	2703386	-	906	2375	3045	1686
rnc	NC_000913.3	2703383	2704063	-	681	1682	2074	1045
lepB	NC_000913.3	2704335	2705309	-	975	3317	4135	1255
lepA	NC_000913.3	2705325	2707124	-	1800	4733	5436	1960
rseC	NC_000913.3	2707322	2707801	-	480	2298	2311	773
rseB	NC_000913.3	2707798	2708754	-	957	7589	11390	2065
rseA	NC_000913.3	2708754	2709404	-	651	23312	36369	5020
rpoE	NC_000913.3	2709437	2710012	-	576	15301	21971	4786
rseD	NC_000913.3	2710009	2710164	-	156	252	156	35
nadB	NC_000913.3	2710420	2712042	+	1623	1304	625	629
yfiC	NC_000913.3	2712027	2712764	-	738	737	418	145
srmB	NC_000913.3	2712896	2714230	+	1335	1369	1028	698
yfiE	NC_000913.3	2714439	2715320	-	882	1024	737	871
eamB	NC_000913.3	2715423	2716010	+	588	522	325	97
grcA	NC_000913.3	2716066	2716449	-	384	590	681	2800
ung	NC_000913.3	2716754	2717443	+	690	612	361	200
yfiF	NC_000913.3	2717491	2718528	-	1038	1261	916	407
trxC	NC_000913.3	2718735	2719154	+	420	773	784	301
tapT	NC_000913.3	2719223	2719921	+	699	432	248	144
patZ	NC_000913.3	2719953	2722613	+	2661	11634	18272	575
pssL	NC_000913.3	2722702	2722743	+	42	115	140	15
pssA	NC_000913.3	2722727	2724082	+	1356	4485	6141	2915
yfiM	NC_000913.3	2724128	2724451	+	324	370	479	1617
kgtP	NC_000913.3	2724448	2725746	-	1299	8935	15083	14702
yfiS	NC_000913.3	2725925	2725987	+	63	90	115	33
rrfG	NC_000913.3	2726069	2726188	-	120	160	82	5
rrlG	NC_000913.3	2726281	2729184	-	2904	3555	2725	1371
gltW	NC_000913.3	2729369	2729444	-	76	81	97	1909
rrsG	NC_000913.3	2729616	2731157	-	1542	1550	1169	513
clpB	NC_000913.3	2731600	2734173	-	2574	17429	33562	53034
ryfD	NC_000913.3	2734153	2734295	-	143	84	61	28
yfiH	NC_000913.3	2734303	2735034	-	732	971	1003	371
rluD	NC_000913.3	2735031	2736011	-	981	1821	2032	522
bamD	NC_000913.3	2736146	2736883	+	738	1667	1718	668
raiA	NC_000913.3	2737154	2737495	+	342	32838	22900	389
raiZ	NC_000913.3	2737381	2737542	+	162	31	68	6
pheL	NC_000913.3	2737599	2737646	+	48	26	29	6
pheA	NC_000913.3	2737745	2738905	+	1161	1437	1819	471
tyrA	NC_000913.3	2738948	2740069	-	1122	1139	1141	758
aroF	NC_000913.3	2740080	2741150	-	1071	1299	1815	1037
yfiL	NC_000913.3	2741360	2741725	+	366	542	568	107
yfiR	NC_000913.3	2741875	2742393	+	519	366	247	319
dgcN	NC_000913.3	2742383	2743609	+	1227	858	484	276
yfiB	NC_000913.3	2743625	2744107	+	483	331	193	144
rplS	NC_000913.3	2744183	2744530	-	348	1423	1887	2367
trmD	NC_000913.3	2744572	2745339	-	768	2998	3614	4168
rimM	NC_000913.3	2745370	2745918	-	549	2460	3038	3372
rpsP	NC_000913.3	2745937	2746185	-	249	1286	1540	1605
ffh	NC_000913.3	2746434	2747795	-	1362	4558	3715	2570
ypjD	NC_000913.3	2747962	2748753	+	792	570	420	295
yfjD	NC_000913.3	2748774	2750060	+	1287	1084	693	484
grpE	NC_000913.3	2750115	2750708	-	594	2923	4366	2681
nadK	NC_000913.3	2750831	2751709	+	879	877	594	364
recN	NC_000913.3	2751795	2753456	+	1662	1399	1311	2125
bamE	NC_000913.3	2753605	2753946	+	342	1296	1114	640
yfjF	NC_000913.3	2754008	2754298	-	291	123	54	108
ratA	NC_000913.3	2754288	2754764	-	477	365	254	235
smpB	NC_000913.3	2754896	2755378	+	483	573	474	321
ssrA	NC_000913.3	2755593	2755955	+	363	1134316	1488443	2284322
intA	NC_000913.3	2756159	2757400	+	1242	1408	1169	491
yfjH	NC_000913.3	2757644	2758600	-	957	317	232	54
alpA	NC_000913.3	2758644	2758856	+	213	17	15	4
yfjI	NC_000913.3	2758985	2760394	+	1410	457	257	43
yfjJ	NC_000913.3	2760547	2761173	+	627	181	162	35
abpB	NC_000913.3	2761351	2763540	-	2190	1337	728	215
abpA	NC_000913.3	2763537	2765153	-	1617	988	618	447
yfjM	NC_000913.3	2765513	2765776	-	264	243	161	80
rnlA	NC_000913.3	2765918	2766991	+	1074	1448	1783	1072
rnlB	NC_000913.3	2766984	2767355	+	372	875	1163	573
yfjP	NC_000913.3	2767710	2768573	+	864	764	428	52
yfjQ	NC_000913.3	2768665	2769486	+	822	637	340	43
yfjR	NC_000913.3	2769703	2770404	+	702	320	181	65
ypjK	NC_000913.3	2770445	2770681	+	237	176	82	18
yfjS	NC_000913.3	2770681	2771124	+	444	372	179	27
yfjT	NC_000913.3	2771148	2771615	+	468	410	312	115
yfjU	NC_000913.3	2771840	2772154	-	315	221	172	106
yfjV	NC_000913.3	2772167	2773182	-	1016	485	264	103
yfjW	NC_000913.3	2773318	2775021	+	1704	335	212	91
ypjI	NC_000913.3	2775545	2775816	+	272	258	161	11
yfjX	NC_000913.3	2775919	2776377	+	459	384	214	33
yfjY	NC_000913.3	2776386	2776868	+	483	261	147	24
ypjJ	NC_000913.3	2776877	2777077	+	201	69	50	10
yfjZ	NC_000913.3	2777115	2777432	+	318	269	129	24
ypjF	NC_000913.3	2777453	2777782	+	330	147	92	22
psaA	NC_000913.3	2777972	2777985	+	14	84	68	10
ypjA	NC_000913.3	2778146	2782726	-	4581	3646	2239	767
pinH	NC_000913.3	2783065	2783304	-	240	245	134	16
ypjB	NC_000913.3	2783638	2784429	-	792	135	110	11
ypjC	NC_000913.3	2784529	2785011	-	483	61	51	6
ileY	NC_000913.3	2785762	2785837	-	76	44	30	2
ygaQ	NC_000913.3	2786397	2788649	+	2253	455	366	48
glaH	NC_000913.3	2788985	2789962	+	978	27124	91853	181
lhgD	NC_000913.3	2789982	2791250	+	1269	11098	43475	351
gabD	NC_000913.3	2791273	2792721	+	1449	11482	53284	548
gabT	NC_000913.3	2792735	2794015	+	1281	8658	45504	494
gabP	NC_000913.3	2794253	2795653	+	1401	1496	5076	139
glaR	NC_000913.3	2795674	2796336	+	663	658	1387	349
kbp	NC_000913.3	2796337	2796786	-	450	3447	4095	1317
yqaE	NC_000913.3	2796870	2797028	-	159	361	352	63
ygaV	NC_000913.3	2797211	2797510	+	300	326	234	26
ygaP	NC_000913.3	2797520	2798044	+	525	827	576	127
stpA	NC_000913.3	2798091	2798495	-	405	578	403	100
alaE	NC_000913.3	2799164	2799613	+	450	177	134	1605
ygaC	NC_000913.3	2799650	2799994	-	345	326	235	290
ygaM	NC_000913.3	2800146	2800475	+	330	5118	6515	3136
nrdH	NC_000913.3	2800723	2800968	+	246	138	99	246
nrdI	NC_000913.3	2800965	2801375	+	411	182	149	289
nrdE	NC_000913.3	2801348	2803492	+	2145	1267	856	906
nrdF	NC_000913.3	2803502	2804461	+	960	720	406	193
proV	NC_000913.3	2804815	2806017	+	1203	800	673	222
proW	NC_000913.3	2806010	2807074	+	1065	916	652	252
proX	NC_000913.3	2807132	2808124	+	993	683	406	157
ygaY	NC_000913.3	2808316	2809493	+	1178	696	367	153
ygaZ	NC_000913.3	2809617	2810354	+	738	606	307	549
ygaH	NC_000913.3	2810344	2810679	+	336	169	128	114
mprA	NC_000913.3	2810770	2811300	+	531	307	160	588
emrA	NC_000913.3	2811427	2812599	+	1173	768	409	315
emrB	NC_000913.3	2812616	2814154	+	1539	1050	567	361
luxS	NC_000913.3	2814218	2814733	-	516	1845	1572	1165
micA	NC_000913.3	2814802	2814874	+	73	238	95	75
gshA	NC_000913.3	2814883	2816439	-	1557	2894	2601	1575
yqaA	NC_000913.3	2816512	2816940	-	429	414	284	181
yqaB	NC_000913.3	2816937	2817503	-	567	525	383	168
argQ	NC_000913.3	2817784	2817860	-	77	95	74	123
argZ	NC_000913.3	2818059	2818135	-	77	60	31	152
argY	NC_000913.3	2818198	2818274	-	77	79	64	103
argV	NC_000913.3	2818473	2818549	-	77	68	55	90
serV	NC_000913.3	2818553	2818645	-	93	61	61	23
csrA	NC_000913.3	2818961	2819146	-	186	16521	16293	2351
alaS	NC_000913.3	2819381	2822011	-	2631	2969	2118	2517
recX	NC_000913.3	2822139	2822639	-	501	420	413	185
recA	NC_000913.3	2822708	2823769	-	1062	5041	5615	4523
pncC	NC_000913.3	2823849	2824346	-	498	379	221	126
mltB	NC_000913.3	2824491	2825576	-	1086	909	466	157
srlA	NC_000913.3	2825832	2826395	+	564	522	414	21
srlE	NC_000913.3	2826392	2827351	+	960	1293	916	61
srlB	NC_000913.3	2827362	2827733	+	372	197	196	7
srlD	NC_000913.3	2827737	2828516	+	780	756	612	41
gutM	NC_000913.3	2828621	2828980	+	360	259	133	40
srlR	NC_000913.3	2829047	2829820	+	774	650	475	100
gutQ	NC_000913.3	2829813	2830778	+	966	939	590	168
norR	NC_000913.3	2830775	2832289	-	1515	1109	583	242
norV	NC_000913.3	2832476	2833915	+	1440	1153	622	175
norW	NC_000913.3	2833912	2835045	+	1134	704	319	115
hypF	NC_000913.3	2835173	2837425	-	2253	2040	1148	304
hydN	NC_000913.3	2837578	2838105	-	528	302	177	50
ascG	NC_000913.3	2838254	2839264	-	1011	1140	604	138
ascF	NC_000913.3	2839524	2840981	+	1458	1104	709	199
ascB	NC_000913.3	2840990	2842414	+	1425	1610	905	241
hycI	NC_000913.3	2842573	2843043	-	471	806	617	172
hycH	NC_000913.3	2843036	2843446	-	411	266	127	31
hycG	NC_000913.3	2843443	2844210	-	768	434	212	53
hycF	NC_000913.3	2844210	2844752	-	543	565	255	24
hycE	NC_000913.3	2844762	2846471	-	1710	1096	534	101
hycD	NC_000913.3	2846489	2847412	-	924	694	374	62
hycC	NC_000913.3	2847415	2849241	-	1827	1065	531	101
hycB	NC_000913.3	2849238	2849849	-	612	411	191	35
hycA	NC_000913.3	2849974	2850435	-	462	211	124	15
hypA	NC_000913.3	2850647	2850997	+	351	224	123	12
hypB	NC_000913.3	2851001	2851873	+	873	628	362	84
hypC	NC_000913.3	2851864	2852136	+	273	125	91	21
hypD	NC_000913.3	2852136	2853257	+	1122	781	457	161
hypE	NC_000913.3	2853254	2854264	+	1011	726	467	232
fhlA	NC_000913.3	2854338	2856416	+	2079	1696	1367	349
ygbA	NC_000913.3	2856453	2856806	-	354	360	206	104
mutS	NC_000913.3	2857093	2859654	+	2562	1628	991	308
pphB	NC_000913.3	2859760	2860416	+	657	265	125	28
ygbI	NC_000913.3	2860467	2861234	-	768	609	351	129
ygbJ	NC_000913.3	2861430	2862338	+	909	482	264	42
ygbK	NC_000913.3	2862335	2863501	+	1167	900	473	118
ygbL	NC_000913.3	2863593	2864231	+	639	358	173	45
ygbM	NC_000913.3	2864236	2865012	+	777	424	226	71
ygbN	NC_000913.3	2865101	2866465	+	1365	1055	631	157
rpoS	NC_000913.3	2866559	2867551	-	993	19765	17314	5360
nlpD	NC_000913.3	2867614	2868753	-	1140	7036	7263	2592
pcm	NC_000913.3	2868893	2869519	-	627	932	810	489
umpG	NC_000913.3	2869513	2870274	-	762	1008	959	386
truD	NC_000913.3	2870255	2871304	-	1050	1118	876	560
ispF	NC_000913.3	2871301	2871780	-	480	222	171	146
ispD	NC_000913.3	2871780	2872490	-	711	817	463	245
ftsB	NC_000913.3	2872509	2872820	-	312	461	362	253
ygbE	NC_000913.3	2873014	2873337	-	324	285	224	419
cysC	NC_000913.3	2873387	2873992	-	606	469	476	986
cysN	NC_000913.3	2873992	2875419	-	1428	1560	2850	4934
cysD	NC_000913.3	2875421	2876329	-	909	1044	2186	2974
iap	NC_000913.3	2876581	2877618	+	1038	778	460	878
cas2	NC_000913.3	2878569	2878853	-	285	351	195	61
cas1	NC_000913.3	2878855	2879772	-	918	646	361	125
casE	NC_000913.3	2879788	2880387	-	600	316	200	76
casD	NC_000913.3	2880374	2881048	-	675	466	286	86
casC	NC_000913.3	2881051	2882142	-	1092	511	346	94
casB	NC_000913.3	2882155	2882637	-	483	242	145	25
casA	NC_000913.3	2882630	2884138	-	1509	537	351	95
cas3	NC_000913.3	2884553	2887219	-	2667	1626	987	151
sokX	NC_000913.3	2887353	2887411	+	59	39	17	9
cysH	NC_000913.3	2887578	2888312	-	735	1104	2474	3121
cysI	NC_000913.3	2888387	2890099	-	1713	2839	7060	10828
cysJ	NC_000913.3	2890099	2891898	-	1800	2785	7052	9782
queD	NC_000913.3	2892214	2892579	+	366	317	171	52
ygcN	NC_000913.3	2892657	2893928	+	1272	1026	528	60
ygcO	NC_000913.3	2893919	2894179	+	261	102	62	24
ygcP	NC_000913.3	2894196	2894771	+	576	289	152	29
ygcQ	NC_000913.3	2894919	2895779	-	861	721	412	57
ygcR	NC_000913.3	2895776	2896555	-	780	694	389	37
ygcS	NC_000913.3	2896533	2897870	-	1338	875	480	27
ygcU	NC_000913.3	2897964	2899418	-	1455	961	510	41
ygcW	NC_000913.3	2899488	2900273	-	786	342	188	16
yqcE	NC_000913.3	2900592	2901869	+	1278	812	477	45
ygcE	NC_000913.3	2901896	2903374	+	1479	812	429	53
queE	NC_000913.3	2904747	2905418	-	672	588	662	324
yqcG	NC_000913.3	2905557	2905697	+	141	7	1	1
ygcG	NC_000913.3	2905711	2906583	+	873	208	103	20
eno	NC_000913.3	2906643	2907941	-	1299	22260	26740	6973
pyrG	NC_000913.3	2908029	2909666	-	1638	8784	10442	3346
mazG	NC_000913.3	2909894	2910685	-	792	1236	931	954
mazF	NC_000913.3	2910756	2911091	-	336	415	278	330
mazE	NC_000913.3	2911091	2911339	-	249	216	174	233
relA	NC_000913.3	2911417	2913651	-	2235	1893	1347	749
rlmD	NC_000913.3	2913699	2915000	-	1302	1103	755	309
barA	NC_000913.3	2915057	2917813	+	2757	2180	1089	260
gudD	NC_000913.3	2918045	2919385	-	1341	1236	706	130
gudX	NC_000913.3	2919406	2920746	-	1341	729	368	67
gudP	NC_000913.3	2920748	2922100	-	1353	1190	561	93
yqcA	NC_000913.3	2922535	2922984	-	450	812	514	209
truC	NC_000913.3	2923002	2923784	-	783	555	235	69
yqcC	NC_000913.3	2923784	2924113	-	330	126	72	15
csrB	NC_000913.3	2924156	2924524	-	369	1107	4916	3477
syd	NC_000913.3	2924735	2925280	-	546	430	312	160
queF	NC_000913.3	2925348	2926196	+	849	520	386	170
ppnN	NC_000913.3	2926308	2927672	+	1365	3057	2770	984
sdaC	NC_000913.3	2928229	2929518	+	1290	599	337	148
sdaB	NC_000913.3	2929576	2930943	+	1368	741	404	137
ygdG	NC_000913.3	2931055	2931810	+	756	505	275	55
fucO	NC_000913.3	2931865	2933013	-	1149	1182	934	131
fucA	NC_000913.3	2933041	2933688	-	648	420	317	26
fucP	NC_000913.3	2934235	2935551	+	1317	949	535	68
fucI	NC_000913.3	2935584	2937359	+	1776	1636	1232	167
fucK	NC_000913.3	2937468	2938886	+	1419	1148	787	80
fucU	NC_000913.3	2938888	2939310	+	423	352	214	39
fucR	NC_000913.3	2939368	2940099	+	732	652	418	74
rlmM	NC_000913.3	2940143	2941243	-	1101	1201	890	626
ygdD	NC_000913.3	2941236	2941631	-	396	246	200	135
gcvA	NC_000913.3	2941650	2942567	-	918	765	479	305
gcvB	NC_000913.3	2942696	2942901	+	206	118	117	49
ygdI	NC_000913.3	2942918	2943145	-	228	224	250	240
csdA	NC_000913.3	2943337	2944542	+	1206	1123	681	741
csdE	NC_000913.3	2944542	2944985	+	444	543	416	304
tcdA	NC_000913.3	2945036	2945842	-	807	685	405	203
mltA	NC_000913.3	2946081	2947178	-	1098	779	497	276
metZ	NC_000913.3	2947387	2947463	+	77	126	82	35
metW	NC_000913.3	2947497	2947573	+	77	63	65	371
metV	NC_000913.3	2947607	2947683	+	77	117	60	12
amiC	NC_000913.3	2947757	2949010	-	1254	956	621	324
argA	NC_000913.3	2949242	2950573	+	1332	832	904	5615
recD	NC_000913.3	2950635	2952461	-	1827	1302	743	1187
recB	NC_000913.3	2952461	2956003	-	3543	2319	1327	586
ptrA	NC_000913.3	2955996	2958884	-	2889	1722	988	426
recC	NC_000913.3	2959060	2962428	-	3369	2721	1820	535
ppdC	NC_000913.3	2962441	2962764	-	324	312	234	29
ygdB	NC_000913.3	2962749	2963156	-	408	174	119	34
ppdB	NC_000913.3	2963153	2963716	-	564	543	356	34
ppdA	NC_000913.3	2963707	2964177	-	471	309	192	22
thyA	NC_000913.3	2964361	2965155	-	795	727	496	279
lgt	NC_000913.3	2965162	2966037	-	876	790	551	196
ptsP	NC_000913.3	2966188	2968434	-	2247	1748	1149	614
rppH	NC_000913.3	2968447	2968977	-	531	591	437	412
ygdT	NC_000913.3	2969330	2969476	-	147	174	116	32
mutH	NC_000913.3	2969662	2970351	+	690	652	397	239
ygdQ	NC_000913.3	2970420	2971133	+	714	589	393	485
ygdR	NC_000913.3	2971271	2971489	+	219	442	378	175
tas	NC_000913.3	2971597	2972637	+	1041	1091	1040	613
lplT	NC_000913.3	2972669	2973862	-	1194	1027	620	218
aas	NC_000913.3	2973855	2976014	-	2160	1342	887	270
omrA	NC_000913.3	2976102	2976189	-	88	73	35	31
omrB	NC_000913.3	2976304	2976385	-	82	245	101	11
galR	NC_000913.3	2976599	2977630	+	1032	898	700	212
lysA	NC_000913.3	2977637	2978899	-	1263	850	491	92
lysR	NC_000913.3	2979021	2979956	+	936	568	276	107
ygeA	NC_000913.3	2979943	2980635	-	693	615	333	84
araE	NC_000913.3	2980764	2982182	-	1419	850	444	398
kduD	NC_000913.3	2982497	2983258	-	762	575	371	104
kduI	NC_000913.3	2983288	2984124	-	837	647	381	102
yqeF	NC_000913.3	2984411	2985592	-	1182	1128	794	93
yqeG	NC_000913.3	2985847	2987076	+	1230	515	371	71
yqeH	NC_000913.3	2987536	2988168	+	633	141	120	10
yqeI	NC_000913.3	2988502	2989311	+	810	166	118	20
yqeJ	NC_000913.3	2989304	2989786	+	483	45	16	4
yqeL	NC_000913.3	2989819	2989899	-	81	10	5	0
yqeK	NC_000913.3	2989935	2990360	-	426	44	49	4
ygeF	NC_000913.3	2990554	2991043	+	490	30	35	4
ygeG	NC_000913.3	2991268	2991759	+	492	37	28	2
ygeH	NC_000913.3	2992094	2993470	+	1377	116	96	20
ygeI	NC_000913.3	2993638	2993856	+	219	47	45	3
pbl	NC_000913.3	2993939	2994441	+	503	29	26	7
ygeK	NC_000913.3	2994460	2994903	-	444	77	34	5
ygeL	NC_000913.3	2994937	2995092	-	156	12	9	1
ygeN	NC_000913.3	2995314	2996020	-	707	35	25	9
ygeO	NC_000913.3	2995962	2996360	-	399	78	35	9
insD4	NC_000913.3	2996372	2997277	-	906	968	656	378
insC4	NC_000913.3	2997235	2997600	-	366	513	431	159
ygeP	NC_000913.3	2997689	2997988	-	300	258	243	87
ygeQ	NC_000913.3	2998034	2998828	-	795	831	523	112
glyU	NC_000913.3	2998984	2999057	-	74	45	24	3
actS	NC_000913.3	2999136	2999891	-	756	1136	793	280
xdhA	NC_000913.3	3000345	3002603	+	2259	3684	2075	278
xdhB	NC_000913.3	3002614	3003492	+	879	951	575	94
xdhC	NC_000913.3	3003489	3003968	+	480	733	398	70
ygeV	NC_000913.3	3004008	3005786	-	1779	8209	7265	360
ygeW	NC_000913.3	3006262	3007452	+	1191	1322	989	79
ygeX	NC_000913.3	3007510	3008706	+	1197	1480	814	170
ygeY	NC_000913.3	3008764	3009975	+	1212	1818	945	115
hyuA	NC_000913.3	3010028	3011413	+	1386	1722	737	151
yqeA	NC_000913.3	3011461	3012393	+	933	1347	793	189
yqeB	NC_000913.3	3012614	3014239	-	1626	6411	6794	159
yqeC	NC_000913.3	3014287	3015057	-	771	3525	4175	47
mocA	NC_000913.3	3015160	3015738	+	579	10528	9243	138
ygfK	NC_000913.3	3016060	3019158	+	3099	4929	4217	468
ssnA	NC_000913.3	3019161	3020489	+	1329	1523	839	109
ygfM	NC_000913.3	3020540	3021319	+	780	796	491	63
xdhD	NC_000913.3	3021316	3024186	+	2871	3700	2314	488
xanQ	NC_000913.3	3024351	3025751	+	1401	1566	826	175
guaD	NC_000913.3	3025766	3027085	+	1320	1816	925	223
ghxQ	NC_000913.3	3027121	3028488	+	1368	2134	1117	247
ygfS	NC_000913.3	3028524	3029012	-	489	634	351	62
ygfT	NC_000913.3	3029012	3030931	-	1920	2719	1377	223
uacT	NC_000913.3	3031367	3032815	+	1449	2344	1206	117
yqfG	NC_000913.3	3032817	3032942	+	126	54	24	4
yqfH	NC_000913.3	3032939	3033010	-	72	55	28	2
idi	NC_000913.3	3033065	3033613	+	549	1329	1353	346
lysS	NC_000913.3	3033657	3035174	-	1518	3126	2437	5093
prfB	NC_000913.3	3035184	3036282	-	1099	2963	2547	3443
recJ	NC_000913.3	3036373	3038106	-	1734	3868	2743	2117
dsbC	NC_000913.3	3038112	3038822	-	711	1841	1757	1037
xerD	NC_000913.3	3038847	3039743	-	897	1944	1430	861
fldB	NC_000913.3	3039855	3040376	+	522	947	590	747
ygfX	NC_000913.3	3040416	3040823	-	408	628	363	523
sdhE	NC_000913.3	3040804	3041070	-	267	638	497	534
ygfZ	NC_000913.3	3041313	3042293	+	981	4303	4083	1877
yqfA	NC_000913.3	3042489	3043148	-	660	3834	5210	2280
yqfB	NC_000913.3	3043312	3043623	-	312	366	284	191
bglA	NC_000913.3	3043662	3045101	+	1440	2332	1451	712
ygfF	NC_000913.3	3045158	3045901	-	744	1264	648	169
gcvP	NC_000913.3	3046168	3049041	-	2874	3635	2100	675
gcvH	NC_000913.3	3049160	3049549	-	390	555	345	100
gcvT	NC_000913.3	3049573	3050667	-	1095	1894	1135	335
yqfI	NC_000913.3	3050958	3051041	+	84	58	51	16
ubiI	NC_000913.3	3051115	3052317	-	1203	2071	1219	2301
ubiH	NC_000913.3	3052340	3053518	-	1179	2207	1674	4479
pepP	NC_000913.3	3053515	3054840	-	1326	5175	4550	6016
ygfB	NC_000913.3	3054866	3055444	-	579	2188	1713	2422
zapA	NC_000913.3	3055612	3055941	+	330	8532	7631	4722
ssrS	NC_000913.3	3055983	3056165	+	183	22753	27417	29438
fau	NC_000913.3	3056241	3056789	+	549	869	555	2446
sibC	NC_000913.3	3056851	3056991	+	141	300	363	532
ibsC	NC_000913.3	3056890	3056949	-	60	0	0	0
serA	NC_000913.3	3057178	3058410	-	1233	2643	1718	5956
rpiA	NC_000913.3	3058666	3059325	-	660	1344	853	1051
yqfE	NC_000913.3	3059381	3059611	-	231	286	142	24
argP	NC_000913.3	3059753	3060646	+	894	1323	806	495
scpA	NC_000913.3	3060850	3062994	+	2145	2327	1086	381
argK	NC_000913.3	3062987	3063982	+	996	1358	648	105
scpB	NC_000913.3	3063993	3064778	+	786	496	283	63
scpC	NC_000913.3	3064802	3066280	+	1479	1615	709	242
ygfI	NC_000913.3	3066277	3067173	-	897	1271	999	324
yggE	NC_000913.3	3067340	3068080	-	741	6989	4048	1435
