Geneid	Chr	Start	End	Strand	Length
ygcS	NC_000913.3	2896533	2897870	-	1338
ygcU	NC_000913.3	2897964	2899418	-	1455
ygcW	NC_000913.3	2899488	2900273	-	786
yqcE	NC_000913.3	2900592	2901869	+	1278
ygcE	NC_000913.3	2901896	2903374	+	1479
queE	NC_000913.3	2904747	2905418	-	672
yqcG	NC_000913.3	2905557	2905697	+	141
ygcG	NC_000913.3	2905711	2906583	+	873
eno	NC_000913.3	2906643	2907941	-	1299
pyrG	NC_000913.3	2908029	2909666	-	1638
mazG	NC_000913.3	2909894	2910685	-	792
mazF	NC_000913.3	2910756	2911091	-	336
mazE	NC_000913.3	2911091	2911339	-	249
relA	NC_000913.3	2911417	2913651	-	2235
rlmD	NC_000913.3	2913699	2915000	-	1302
barA	NC_000913.3	2915057	2917813	+	2757
gudD	NC_000913.3	2918045	2919385	-	1341
gudX	NC_000913.3	2919406	2920746	-	1341
gudP	NC_000913.3	2920748	2922100	-	1353
yqcA	NC_000913.3	2922535	2922984	-	450
truC	NC_000913.3	2923002	2923784	-	783
yqcC	NC_000913.3	2923784	2924113	-	330
csrB	NC_000913.3	2924156	2924524	-	369
syd	NC_000913.3	2924735	2925280	-	546
queF	NC_000913.3	2925348	2926196	+	849
ppnN	NC_000913.3	2926308	2927672	+	1365
sdaC	NC_000913.3	2928229	2929518	+	1290
sdaB	NC_000913.3	2929576	2930943	+	1368
ygdG	NC_000913.3	2931055	2931810	+	756
fucO	NC_000913.3	2931865	2933013	-	1149
fucA	NC_000913.3	2933041	2933688	-	648
fucP	NC_000913.3	2934235	2935551	+	1317
fucI	NC_000913.3	2935584	2937359	+	1776
fucK	NC_000913.3	2937468	2938886	+	1419
fucU	NC_000913.3	2938888	2939310	+	423
fucR	NC_000913.3	2939368	2940099	+	732
rlmM	NC_000913.3	2940143	2941243	-	1101
ygdD	NC_000913.3	2941236	2941631	-	396
gcvA	NC_000913.3	2941650	2942567	-	918
gcvB	NC_000913.3	2942696	2942901	+	206
ygdI	NC_000913.3	2942918	2943145	-	228
csdA	NC_000913.3	2943337	2944542	+	1206
csdE	NC_000913.3	2944542	2944985	+	444
tcdA	NC_000913.3	2945036	2945842	-	807
mltA	NC_000913.3	2946081	2947178	-	1098
metZ	NC_000913.3	2947387	2947463	+	77
metW	NC_000913.3	2947497	2947573	+	77
metV	NC_000913.3	2947607	2947683	+	77
amiC	NC_000913.3	2947757	2949010	-	1254
argA	NC_000913.3	2949242	2950573	+	1332
recD	NC_000913.3	2950635	2952461	-	1827
recB	NC_000913.3	2952461	2956003	-	3543
ptrA	NC_000913.3	2955996	2958884	-	2889
recC	NC_000913.3	2959060	2962428	-	3369
ppdC	NC_000913.3	2962441	2962764	-	324
ygdB	NC_000913.3	2962749	2963156	-	408
ppdB	NC_000913.3	2963153	2963716	-	564
ppdA	NC_000913.3	2963707	2964177	-	471
thyA	NC_000913.3	2964361	2965155	-	795
lgt	NC_000913.3	2965162	2966037	-	876
ptsP	NC_000913.3	2966188	2968434	-	2247
rppH	NC_000913.3	2968447	2968977	-	531
ygdT	NC_000913.3	2969330	2969476	-	147
mutH	NC_000913.3	2969662	2970351	+	690
ygdQ	NC_000913.3	2970420	2971133	+	714
ygdR	NC_000913.3	2971271	2971489	+	219
tas	NC_000913.3	2971597	2972637	+	1041
lplT	NC_000913.3	2972669	2973862	-	1194
aas	NC_000913.3	2973855	2976014	-	2160
omrA	NC_000913.3	2976102	2976189	-	88
omrB	NC_000913.3	2976304	2976385	-	82
galR	NC_000913.3	2976599	2977630	+	1032
lysA	NC_000913.3	2977637	2978899	-	1263
lysR	NC_000913.3	2979021	2979956	+	936
ygeA	NC_000913.3	2979943	2980635	-	693
araE	NC_000913.3	2980764	2982182	-	1419
kduD	NC_000913.3	2982497	2983258	-	762
kduI	NC_000913.3	2983288	2984124	-	837
yqeF	NC_000913.3	2984411	2985592	-	1182
yqeG	NC_000913.3	2985847	2987076	+	1230
yqeH	NC_000913.3	2987536	2988168	+	633
yqeI	NC_000913.3	2988502	2989311	+	810
yqeJ	NC_000913.3	2989304	2989786	+	483
yqeL	NC_000913.3	2989819	2989899	-	81
yqeK	NC_000913.3	2989935	2990360	-	426
ygeF	NC_000913.3	2990554	2991043	+	490
ygeG	NC_000913.3	2991268	2991759	+	492
ygeH	NC_000913.3	2992094	2993470	+	1377
ygeI	NC_000913.3	2993638	2993856	+	219
pbl	NC_000913.3	2993939	2994441	+	503
ygeK	NC_000913.3	2994460	2994903	-	444
ygeL	NC_000913.3	2994937	2995092	-	156
ygeN	NC_000913.3	2995314	2996020	-	707
ygeO	NC_000913.3	2995962	2996360	-	399
insD4	NC_000913.3	2996372	2997277	-	906
insC4	NC_000913.3	2997235	2997600	-	366
ygeP	NC_000913.3	2997689	2997988	-	300
ygeQ	NC_000913.3	2998034	2998828	-	795
glyU	NC_000913.3	2998984	2999057	-	74
actS	NC_000913.3	2999136	2999891	-	756
xdhA	NC_000913.3	3000345	3002603	+	2259
xdhB	NC_000913.3	3002614	3003492	+	879
xdhC	NC_000913.3	3003489	3003968	+	480
ygeV	NC_000913.3	3004008	3005786	-	1779
ygeW	NC_000913.3	3006262	3007452	+	1191
ygeX	NC_000913.3	3007510	3008706	+	1197
ygeY	NC_000913.3	3008764	3009975	+	1212
hyuA	NC_000913.3	3010028	3011413	+	1386
yqeA	NC_000913.3	3011461	3012393	+	933
yqeB	NC_000913.3	3012614	3014239	-	1626
yqeC	NC_000913.3	3014287	3015057	-	771
mocA	NC_000913.3	3015160	3015738	+	579
ygfK	NC_000913.3	3016060	3019158	+	3099
ssnA	NC_000913.3	3019161	3020489	+	1329
ygfM	NC_000913.3	3020540	3021319	+	780
xdhD	NC_000913.3	3021316	3024186	+	2871
xanQ	NC_000913.3	3024351	3025751	+	1401
guaD	NC_000913.3	3025766	3027085	+	1320
ghxQ	NC_000913.3	3027121	3028488	+	1368
ygfS	NC_000913.3	3028524	3029012	-	489
ygfT	NC_000913.3	3029012	3030931	-	1920
uacT	NC_000913.3	3031367	3032815	+	1449
yqfG	NC_000913.3	3032817	3032942	+	126
yqfH	NC_000913.3	3032939	3033010	-	72
idi	NC_000913.3	3033065	3033613	+	549
lysS	NC_000913.3	3033657	3035174	-	1518
prfB	NC_000913.3	3035184	3036282	-	1099
recJ	NC_000913.3	3036373	3038106	-	1734
dsbC	NC_000913.3	3038112	3038822	-	711
xerD	NC_000913.3	3038847	3039743	-	897
fldB	NC_000913.3	3039855	3040376	+	522
ygfX	NC_000913.3	3040416	3040823	-	408
sdhE	NC_000913.3	3040804	3041070	-	267
ygfZ	NC_000913.3	3041313	3042293	+	981
yqfA	NC_000913.3	3042489	3043148	-	660
yqfB	NC_000913.3	3043312	3043623	-	312
bglA	NC_000913.3	3043662	3045101	+	1440
ygfF	NC_000913.3	3045158	3045901	-	744
gcvP	NC_000913.3	3046168	3049041	-	2874
gcvH	NC_000913.3	3049160	3049549	-	390
gcvT	NC_000913.3	3049573	3050667	-	1095
yqfI	NC_000913.3	3050958	3051041	+	84
ubiI	NC_000913.3	3051115	3052317	-	1203
ubiH	NC_000913.3	3052340	3053518	-	1179
pepP	NC_000913.3	3053515	3054840	-	1326
ygfB	NC_000913.3	3054866	3055444	-	579
zapA	NC_000913.3	3055612	3055941	+	330
ssrS	NC_000913.3	3055983	3056165	+	183
fau	NC_000913.3	3056241	3056789	+	549
sibC	NC_000913.3	3056851	3056991	+	141
ibsC	NC_000913.3	3056890	3056949	-	60
serA	NC_000913.3	3057178	3058410	-	1233
rpiA	NC_000913.3	3058666	3059325	-	660
yqfE	NC_000913.3	3059381	3059611	-	231
argP	NC_000913.3	3059753	3060646	+	894
scpA	NC_000913.3	3060850	3062994	+	2145
argK	NC_000913.3	3062987	3063982	+	996
scpB	NC_000913.3	3063993	3064778	+	786
scpC	NC_000913.3	3064802	3066280	+	1479
ygfI	NC_000913.3	3066277	3067173	-	897
yggE	NC_000913.3	3067340	3068080	-	741
argO	NC_000913.3	3068173	3068808	-	636
mscS	NC_000913.3	3068947	3069807	-	861
fbaA	NC_000913.3	3070165	3071244	-	1080
pgk	NC_000913.3	3071459	3072622	-	1164
epd	NC_000913.3	3072672	3073691	-	1020
yggC	NC_000913.3	3073976	3074689	-	714
fumE	NC_000913.3	3074686	3075195	-	510
yggF	NC_000913.3	3075217	3076182	-	966
yggP	NC_000913.3	3076179	3077456	-	1278
cmtA	NC_000913.3	3077471	3078859	-	1389
cmtB	NC_000913.3	3078887	3079330	-	444
tktA	NC_000913.3	3079644	3081635	-	1992
loiP	NC_000913.3	3081913	3082671	+	759
speB	NC_000913.3	3082877	3083797	-	921
speA	NC_000913.3	3083935	3085911	-	1977
yqgB	NC_000913.3	3085920	3086051	-	132
yqgG	NC_000913.3	3086145	3086288	-	144
yqgC	NC_000913.3	3086187	3086402	+	216
yqgD	NC_000913.3	3086399	3086650	-	252
metK	NC_000913.3	3086706	3087860	+	1155
galP	NC_000913.3	3088284	3089678	+	1395
yggI	NC_000913.3	3089755	3090252	+	498
endA	NC_000913.3	3090347	3091054	+	708
rsmE	NC_000913.3	3091134	3091865	+	732
gshB	NC_000913.3	3091878	3092828	+	951
yqgE	NC_000913.3	3092937	3093500	+	564
yqgF	NC_000913.3	3093500	3093916	+	417
yggR	NC_000913.3	3094100	3095080	-	981
yggS	NC_000913.3	3095098	3095802	+	705
yggT	NC_000913.3	3095820	3096386	+	567
yggU	NC_000913.3	3096383	3096673	+	291
rdgB	NC_000913.3	3096681	3097274	+	594
hemW	NC_000913.3	3097267	3098403	+	1137
yggM	NC_000913.3	3098558	3099565	-	1008
ansB	NC_000913.3	3099682	3100728	-	1047
yggN	NC_000913.3	3100904	3101623	-	720
yggL	NC_000913.3	3101807	3102133	-	327
trmB	NC_000913.3	3102133	3102852	-	720
mutY	NC_000913.3	3103013	3104065	+	1053
yggX	NC_000913.3	3104093	3104368	+	276
mltC	NC_000913.3	3104433	3105512	+	1080
nupG	NC_000913.3	3105714	3106970	+	1257
speC	NC_000913.3	3107020	3109155	-	2136
yqgH	NC_000913.3	3109317	3109400	-	84
yqgA	NC_000913.3	3109553	3110260	+	708
pheV	NC_000913.3	3110366	3110441	+	76
yghD	NC_000913.3	3110590	3111126	-	537
yghE	NC_000913.3	3111128	3111988	-	861
yqhJ	NC_000913.3	3111266	3111325	+	60
yghF	NC_000913.3	3112054	3113049	-	996
yghG	NC_000913.3	3113067	3113477	-	411
pppA	NC_000913.3	3113543	3114352	-	810
yghJ	NC_000913.3	3114550	3119112	-	4563
glcA	NC_000913.3	3119597	3121279	-	1683
glcB	NC_000913.3	3121634	3123805	-	2172
glcG	NC_000913.3	3123827	3124231	-	405
glcF	NC_000913.3	3124236	3125459	-	1224
glcE	NC_000913.3	3125470	3126522	-	1053
glcD	NC_000913.3	3126522	3128021	-	1500
glcC	NC_000913.3	3128272	3129036	+	765
yghO	NC_000913.3	3129043	3130215	-	1173
insH9	NC_000913.3	3130214	3131194	+	981
yghQ	NC_000913.3	3131341	3132408	-	1068
yghR	NC_000913.3	3132454	3133212	-	759
yghS	NC_000913.3	3133244	3133957	-	714
yghT	NC_000913.3	3134131	3134823	+	693
pitB	NC_000913.3	3134872	3136371	-	1500
gss	NC_000913.3	3136663	3138522	-	1860
yghU	NC_000913.3	3138727	3139593	+	867
hybG	NC_000913.3	3139716	3139964	-	249
hybF	NC_000913.3	3139977	3140318	-	342
hybE	NC_000913.3	3140311	3140799	-	489
hybD	NC_000913.3	3140792	3141286	-	495
hybC	NC_000913.3	3141286	3142989	-	1704
hybB	NC_000913.3	3142986	3144164	-	1179
hybA	NC_000913.3	3144154	3145140	-	987
hybO	NC_000913.3	3145143	3146261	-	1119
yghW	NC_000913.3	3146450	3146737	-	288
yghX	NC_000913.3	3146856	3147691	-	836
yqhI	NC_000913.3	3147597	3147740	-	144
gpr	NC_000913.3	3147897	3148937	+	1041
yqhA	NC_000913.3	3148977	3149471	-	495
yghA	NC_000913.3	3149662	3150546	+	885
exbD	NC_000913.3	3150818	3151243	-	426
exbB	NC_000913.3	3151250	3151984	-	735
metC	NC_000913.3	3152236	3153423	+	1188
yghB	NC_000913.3	3153563	3154222	+	660
yqhC	NC_000913.3	3154262	3155218	-	957
yqhD	NC_000913.3	3155355	3156518	+	1164
dkgA	NC_000913.3	3156623	3157450	+	828
yqhG	NC_000913.3	3157650	3158576	+	927
yqhH	NC_000913.3	3158627	3158884	+	258
ygiQ	NC_000913.3	3158927	3161146	-	2220
ftsP	NC_000913.3	3161257	3162669	-	1413
plsC	NC_000913.3	3162744	3163481	-	738
parC	NC_000913.3	3163715	3165973	-	2259
ygiS	NC_000913.3	3166111	3167718	-	1608
mqsA	NC_000913.3	3167851	3168246	-	396
mqsR	NC_000913.3	3168248	3168544	-	297
ygiV	NC_000913.3	3168749	3169231	-	483
ygiW	NC_000913.3	3169284	3169676	-	393
qseB	NC_000913.3	3169828	3170487	+	660
qseC	NC_000913.3	3170484	3171833	+	1350
ygiZ	NC_000913.3	3171879	3172211	-	333
mdaB	NC_000913.3	3172530	3173111	+	582
ygiN	NC_000913.3	3173142	3173456	+	315
parE	NC_000913.3	3173504	3175396	-	1893
yqiA	NC_000913.3	3175425	3176006	-	582
cpdA	NC_000913.3	3176006	3176833	-	828
yqiB	NC_000913.3	3176858	3177280	-	423
nudF	NC_000913.3	3177281	3177910	-	630
tolC	NC_000913.3	3178115	3179596	+	1482
ygiB	NC_000913.3	3179744	3180415	+	672
ygiC	NC_000913.3	3180421	3181581	+	1161
ygiD	NC_000913.3	3181619	3182434	-	816
zupT	NC_000913.3	3182550	3183323	+	774
yqiD	NC_000913.3	3183381	3183551	-	171
ribB	NC_000913.3	3183813	3184466	-	654
ubiK	NC_000913.3	3184840	3185130	+	291
ygiL	NC_000913.3	3185414	3185965	+	552
yqiG	NC_000913.3	3186025	3189865	+	3841
insC5	NC_000913.3	3186187	3186552	+	366
insD5	NC_000913.3	3186510	3187415	+	906
yqiH	NC_000913.3	3189881	3190630	+	750
yqiI	NC_000913.3	3190632	3191696	+	1065
glgS	NC_000913.3	3191739	3191939	-	201
yqiJ	NC_000913.3	3192208	3192837	+	630
yqiK	NC_000913.3	3192864	3194525	+	1662
sibD	NC_000913.3	3194721	3194865	-	145
ibsD	NC_000913.3	3194766	3194825	+	60
sibE	NC_000913.3	3195097	3195240	-	144
ibsE	NC_000913.3	3195141	3195200	+	60
hldE	NC_000913.3	3195320	3196753	-	1434
glnE	NC_000913.3	3196801	3199641	-	2841
ygiF	NC_000913.3	3199664	3200965	-	1302
ygiM	NC_000913.3	3201207	3201827	+	621
cca	NC_000913.3	3201891	3203129	+	1239
bacA	NC_000913.3	3203310	3204131	-	822
folB	NC_000913.3	3204221	3204589	-	369
plsY	NC_000913.3	3204694	3205311	+	618
ttdR	NC_000913.3	3205324	3206256	-	933
ttdA	NC_000913.3	3206463	3207374	+	912
ttdB	NC_000913.3	3207371	3207976	+	606
ttdT	NC_000913.3	3208024	3209487	+	1464
tsaD	NC_000913.3	3209530	3210543	-	1014
rpsU	NC_000913.3	3210781	3210996	+	216
dnaG	NC_000913.3	3211107	3212852	+	1746
rpoD	NC_000913.3	3213047	3214888	+	1842
mug	NC_000913.3	3214967	3215473	-	507
ileX	NC_000913.3	3215598	3215673	+	76
nfeF	NC_000913.3	3215727	3216491	-	765
nfeR	NC_000913.3	3216779	3217402	+	624
aer	NC_000913.3	3217556	3219076	-	1521
patA	NC_000913.3	3219494	3220873	+	1380
ygjH	NC_000913.3	3220915	3221247	-	333
ebgR	NC_000913.3	3221466	3222449	+	984
ebgA	NC_000913.3	3222633	3225725	+	3093
ebgC	NC_000913.3	3225722	3226171	+	450
ygjI	NC_000913.3	3226234	3227667	+	1434
ygjJ	NC_000913.3	3227801	3228871	+	1071
ygjK	NC_000913.3	3228888	3231239	+	2352
fadH	NC_000913.3	3231665	3233683	+	2019
higA	NC_000913.3	3233728	3234144	-	417
higB	NC_000913.3	3234141	3234455	-	315
rlmG	NC_000913.3	3234739	3235875	-	1137
ygjP	NC_000913.3	3235960	3236463	+	504
ygjQ	NC_000913.3	3236540	3237232	+	693
ygjR	NC_000913.3	3237311	3238297	+	987
alx	NC_000913.3	3238580	3239545	+	966
sstT	NC_000913.3	3239944	3241188	+	1245
ygjV	NC_000913.3	3241193	3241744	-	552
uxaA	NC_000913.3	3241827	3243314	-	1488
uxaC	NC_000913.3	3243329	3244741	-	1413
exuT	NC_000913.3	3245224	3246522	+	1299
exuR	NC_000913.3	3246652	3247428	+	777
yqiM	NC_000913.3	3247668	3247751	+	84
yqjA	NC_000913.3	3247773	3248435	+	663
mzrA	NC_000913.3	3248439	3248822	+	384
yqjC	NC_000913.3	3248969	3249337	+	369
yqjD	NC_000913.3	3249375	3249680	+	306
yqjE	NC_000913.3	3249683	3250087	+	405
yqjK	NC_000913.3	3250077	3250376	+	300
yqjF	NC_000913.3	3250562	3250954	+	393
yqjG	NC_000913.3	3251024	3252010	+	987
yhaH	NC_000913.3	3252304	3252669	+	366
yhaI	NC_000913.3	3252911	3253267	+	357
yhaJ	NC_000913.3	3253318	3254214	-	897
yhaK	NC_000913.3	3254319	3255020	+	702
yhaL	NC_000913.3	3255043	3255207	+	165
cyuA	NC_000913.3	3255341	3256651	-	1311
cyuP	NC_000913.3	3256679	3258010	-	1332
tdcG	NC_000913.3	3258285	3259649	-	1365
tdcF	NC_000913.3	3259721	3260110	-	390
tdcE	NC_000913.3	3260124	3262418	-	2295
tdcD	NC_000913.3	3262452	3263660	-	1209
tdcC	NC_000913.3	3263686	3265017	-	1332
tdcB	NC_000913.3	3265039	3266028	-	990
tdcA	NC_000913.3	3266127	3267065	-	939
tdcR	NC_000913.3	3267380	3267598	+	219
yhaB	NC_000913.3	3267854	3268393	+	540
yhaC	NC_000913.3	3268415	3269602	+	1188
rnpB	NC_000913.3	3270216	3270592	-	377
garK	NC_000913.3	3270625	3271770	-	1146
garR	NC_000913.3	3271867	3272751	-	885
garL	NC_000913.3	3272787	3273557	-	771
garP	NC_000913.3	3273573	3274907	-	1335
garD	NC_000913.3	3275282	3276853	+	1572
prlF	NC_000913.3	3277002	3277337	+	336
yhaV	NC_000913.3	3277337	3277801	+	465
agaR	NC_000913.3	3277856	3278665	-	810
kbaZ	NC_000913.3	3278914	3280194	+	1281
agaV	NC_000913.3	3280217	3280690	+	474
agaW	NC_000913.3	3280701	3281102	+	402
agaA	NC_000913.3	3281122	3281625	+	504
agaS	NC_000913.3	3281976	3283130	+	1155
kbaY	NC_000913.3	3283143	3284003	+	861
agaB	NC_000913.3	3284170	3284646	+	477
agaC	NC_000913.3	3284685	3285488	+	804
agaD	NC_000913.3	3285478	3286269	+	792
agaI	NC_000913.3	3286270	3287025	+	756
yraH	NC_000913.3	3287426	3288010	+	585
yraI	NC_000913.3	3288090	3288785	+	696
yraJ	NC_000913.3	3288814	3291330	+	2517
yraK	NC_000913.3	3291341	3292432	+	1092
rsmI	NC_000913.3	3292475	3293335	-	861
lpoA	NC_000913.3	3293400	3295436	+	2037
yraN	NC_000913.3	3295394	3295789	+	396
diaA	NC_000913.3	3295809	3296399	+	591
dolP	NC_000913.3	3296409	3296984	+	576
yraQ	NC_000913.3	3297098	3298138	-	1041
yraR	NC_000913.3	3298211	3298846	-	636
yhbO	NC_000913.3	3298974	3299492	+	519
yhbP	NC_000913.3	3299472	3299915	-	444
yhbQ	NC_000913.3	3299966	3300268	+	303
yhbS	NC_000913.3	3300255	3300758	-	504
ubiT	NC_000913.3	3300752	3301276	-	525
ubiU	NC_000913.3	3301485	3302480	+	996
ubiV	NC_000913.3	3302489	3303367	+	879
yhbW	NC_000913.3	3303448	3304455	+	1008
mtr	NC_000913.3	3304573	3305817	-	1245
deaD	NC_000913.3	3305971	3307860	-	1890
yrbN	NC_000913.3	3307853	3307933	-	81
nlpI	NC_000913.3	3308040	3308924	-	885
pnp	NC_000913.3	3309033	3311168	-	2136
sraG	NC_000913.3	3311183	3311398	+	216
rpsO	NC_000913.3	3311415	3311684	-	270
truB	NC_000913.3	3311833	3312777	-	945
rbfA	NC_000913.3	3312777	3313178	-	402
infB	NC_000913.3	3313342	3316014	-	2673
nusA	NC_000913.3	3316039	3317526	-	1488
rimP	NC_000913.3	3317554	3318006	-	453
metY	NC_000913.3	3318213	3318289	-	77
argG	NC_000913.3	3318637	3319980	+	1344
yhbX	NC_000913.3	3319988	3321613	-	1626
leuU	NC_000913.3	3322072	3322158	-	87
secG	NC_000913.3	3322173	3322505	-	333
glmM	NC_000913.3	3322733	3324070	-	1338
folP	NC_000913.3	3324063	3324911	-	849
ftsH	NC_000913.3	3325001	3326935	-	1935
rlmE	NC_000913.3	3327035	3327664	-	630
yhbY	NC_000913.3	3327790	3328083	+	294
greA	NC_000913.3	3328239	3328715	-	477
dacB	NC_000913.3	3328963	3330396	+	1434
obgE	NC_000913.3	3330582	3331754	-	1173
yhbE	NC_000913.3	3331770	3332735	-	966
rpmA	NC_000913.3	3332862	3333119	-	258
rplU	NC_000913.3	3333140	3333451	-	312
ispB	NC_000913.3	3333710	3334681	+	972
sfsB	NC_000913.3	3334909	3335187	+	279
murA	NC_000913.3	3335235	3336494	-	1260
ibaG	NC_000913.3	3336549	3336803	-	255
mlaB	NC_000913.3	3336963	3337256	-	294
mlaC	NC_000913.3	3337256	3337891	-	636
mlaD	NC_000913.3	3337910	3338461	-	552
mlaE	NC_000913.3	3338466	3339248	-	783
mlaF	NC_000913.3	3339256	3340065	-	810
yrbG	NC_000913.3	3340275	3341252	+	978
kdsD	NC_000913.3	3341266	3342252	+	987
kdsC	NC_000913.3	3342273	3342839	+	567
lptC	NC_000913.3	3342836	3343411	+	576
lptA	NC_000913.3	3343380	3343937	+	558
lptB	NC_000913.3	3343944	3344669	+	726
rpoN	NC_000913.3	3344717	3346150	+	1434
hpf	NC_000913.3	3346173	3346460	+	288
ptsN	NC_000913.3	3346578	3347069	+	492
rapZ	NC_000913.3	3347115	3347969	+	855
npr	NC_000913.3	3347966	3348238	+	273
yrbL	NC_000913.3	3348452	3349084	+	633
mtgA	NC_000913.3	3349081	3349809	-	729
elbB	NC_000913.3	3349806	3350459	-	654
arcZ	NC_000913.3	3350577	3350697	+	121
arcB	NC_000913.3	3350689	3353025	-	2337
yhcC	NC_000913.3	3353121	3354050	-	930
gltB	NC_000913.3	3354725	3359185	+	4461
gltD	NC_000913.3	3359198	3360616	+	1419
gltF	NC_000913.3	3361176	3361940	+	765
yhcA	NC_000913.3	3362112	3362786	+	675
yhcD	NC_000913.3	3362807	3365188	+	2382
yhcE	NC_000913.3	3365185	3366929	+	1745
insH10	NC_000913.3	3365702	3366682	-	981
yhcF	NC_000913.3	3366926	3367642	+	717
yhcG	NC_000913.3	3367827	3368954	+	1128
nanQ	NC_000913.3	3369014	3369478	-	465
nanK	NC_000913.3	3369475	3370350	-	876
nanE	NC_000913.3	3370347	3371036	-	690
nanT	NC_000913.3	3371084	3372574	-	1491
nanA	NC_000913.3	3372683	3373576	-	894
nanR	NC_000913.3	3373698	3374489	-	792
dcuD	NC_000913.3	3374869	3376236	+	1368
sspB	NC_000913.3	3376279	3376776	-	498
sspA	NC_000913.3	3376782	3377420	-	639
rpsI	NC_000913.3	3377815	3378207	-	393
rplM	NC_000913.3	3378223	3378651	-	429
zapE	NC_000913.3	3378870	3379997	-	1128
zapG	NC_000913.3	3380191	3380589	+	399
degQ	NC_000913.3	3380743	3382110	+	1368
degS	NC_000913.3	3382200	3383267	+	1068
mdh	NC_000913.3	3383330	3384268	-	939
argR	NC_000913.3	3384703	3385173	+	471
yhcN	NC_000913.3	3385538	3385801	+	264
yhcO	NC_000913.3	3385857	3386129	-	273
aaeB	NC_000913.3	3386221	3388188	-	1968
aaeA	NC_000913.3	3388194	3389126	-	933
aaeX	NC_000913.3	3389134	3389337	-	204
aaeR	NC_000913.3	3389520	3390449	+	930
tldD	NC_000913.3	3390583	3392028	-	1446
yhdP	NC_000913.3	3392458	3396258	-	3801
rng	NC_000913.3	3396326	3397795	-	1470
yhdE	NC_000913.3	3397785	3398378	-	594
mreD	NC_000913.3	3398387	3398875	-	489
mreC	NC_000913.3	3398875	3399978	-	1104
mreB	NC_000913.3	3400044	3401087	-	1044
csrD	NC_000913.3	3401392	3403332	-	1941
yhdH	NC_000913.3	3403484	3404458	+	975
yrdF	NC_000913.3	3404495	3404637	+	143
yrdE	NC_000913.3	3404638	3405031	+	394
accB	NC_000913.3	3405436	3405906	+	471
accC	NC_000913.3	3405917	3407266	+	1350
yhdT	NC_000913.3	3407375	3407617	+	243
panF	NC_000913.3	3407607	3409058	+	1452
prmA	NC_000913.3	3409070	3409951	+	882
dusB	NC_000913.3	3410280	3411245	+	966
fis	NC_000913.3	3411271	3411567	+	297
yhdJ	NC_000913.3	3411653	3412537	+	885
yhdU	NC_000913.3	3412621	3412800	+	180
envR	NC_000913.3	3412803	3413465	-	663
acrE	NC_000913.3	3413864	3415021	+	1158
acrF	NC_000913.3	3415033	3418137	+	3105
yhdV	NC_000913.3	3418390	3418611	+	222
yhdW	NC_000913.3	3419042	3420066	+	1025
yhdX	NC_000913.3	3420134	3421315	+	1182
yhdY	NC_000913.3	3421325	3422428	+	1104
yhdZ	NC_000913.3	3422436	3423194	+	759
rrfF	NC_000913.3	3423423	3423542	-	120
thrV	NC_000913.3	3423580	3423655	-	76
rrfD	NC_000913.3	3423668	3423787	-	120
rrlD	NC_000913.3	3423880	3426783	-	2904
alaU	NC_000913.3	3426958	3427033	-	76
ileU	NC_000913.3	3427076	3427152	-	77
rrsD	NC_000913.3	3427221	3428762	-	1542
yrdA	NC_000913.3	3429236	3429790	+	555
yrdB	NC_000913.3	3429766	3430023	-	258
aroE	NC_000913.3	3430020	3430838	-	819
tsaC	NC_000913.3	3430843	3431415	-	573
yrdD	NC_000913.3	3431420	3431962	-	543
smg	NC_000913.3	3431991	3432464	-	474
smf	NC_000913.3	3432436	3433560	-	1125
def	NC_000913.3	3433690	3434199	+	510
fmt	NC_000913.3	3434214	3435161	+	948
rsmB	NC_000913.3	3435207	3436496	+	1290
trkA	NC_000913.3	3436518	3437894	+	1377
mscL	NC_000913.3	3438024	3438434	+	411
arfA	NC_000913.3	3438431	3438649	-	219
zntR	NC_000913.3	3438705	3439130	-	426
yhdN	NC_000913.3	3439141	3439509	-	369
rplQ	NC_000913.3	3439616	3439999	-	384
rpoA	NC_000913.3	3440040	3441029	-	990
rpsD	NC_000913.3	3441055	3441675	-	621
rpsK	NC_000913.3	3441709	3442098	-	390
rpsM	NC_000913.3	3442115	3442471	-	357
rpmJ	NC_000913.3	3442618	3442734	-	117
secY	NC_000913.3	3442766	3444097	-	1332
rplO	NC_000913.3	3444105	3444539	-	435
rpmD	NC_000913.3	3444543	3444722	-	180
rpsE	NC_000913.3	3444726	3445229	-	504
rplR	NC_000913.3	3445244	3445597	-	354
rplF	NC_000913.3	3445607	3446140	-	534
rpsH	NC_000913.3	3446153	3446545	-	393
rpsN	NC_000913.3	3446579	3446884	-	306
rplE	NC_000913.3	3446899	3447438	-	540
rplX	NC_000913.3	3447453	3447767	-	315
rplN	NC_000913.3	3447778	3448149	-	372
